WKT,fid,id,pruid,pk,hydrouid,rank,name
"MULTIPOLYGON (((-114.098329159 50.9346711250001,-114.097236541 50.9341582430001,-114.096275802 50.9335856390001,-114.09617521 50.9336011240001,-114.096207532 50.933538953,-114.095258773 50.933002624,-114.09472276 50.932467568,-114.094449726 50.9322808670001,-114.094197824 50.9322116370001,-114.093015777 50.9319933,-114.092589407 50.931982685,-114.091938113 50.9321553360001,-114.091549894 50.9322176100001,-114.091144117 50.9323334480001,-114.090414624 50.932845951,-114.090351053 50.9329523120001,-114.090286338 50.9330766360001,-114.090188737 50.9332720670001,-114.090167773 50.9333794920001,-114.089989952 50.9334920050001,-114.089833606 50.933488084,-114.089473045 50.9333351770001,-114.089332053 50.9333136810001,-114.08858009 50.9335017980001,-114.087880875 50.9335293350001,-114.087257385 50.9337116490001,-114.086730402 50.9337164870001,-114.08641999 50.9336727640001,-114.086295431 50.933615687,-114.086120245 50.933458391,-114.086120601 50.933224517,-114.086184764 50.933109189,-114.086274522 50.9330394740001,-114.086446018 50.9328008890001,-114.086371271 50.9324032550001,-114.086708646 50.9320158790001,-114.086698003 50.9315029030001,-114.086782529 50.9312891550001,-114.086791011 50.930470819,-114.086636016 50.9299901950001,-114.086517643 50.9298343330001,-114.08592848 50.9294688260001,-114.085577117 50.929397071,-114.085139378 50.9293411800001,-114.084901162 50.929281255,-114.084405467 50.9292418680001,-114.084129842 50.9293249390001,-114.08379062 50.9295143410001,-114.083439996 50.9296584950001,-114.082933054 50.9297987410001,-114.082360077 50.9298563790001,-114.082005367 50.9298385100001,-114.081933191 50.929854681,-114.081203043 50.9294676250001,-114.080786295 50.9293042940001,-114.080110341 50.929188422,-114.079583417 50.929193222,-114.079338994 50.9292321020001,-114.079265707 50.929266226,-114.078660386 50.929386009,-114.078500704 50.9294359680001,-114.078292726 50.92957469,-114.077437787 50.9295892540001,-114.077020591 50.9296597630001,-114.07582519 50.9296568080001,-114.074853745 50.929713404,-114.074060731 50.929648538,-114.073816906 50.9296784030001,-114.073640736 50.9297639370001,-114.073638574 50.9300247420001,-114.073700605 50.9301702280001,-114.074149299 50.9305052880001,-114.074919066 50.930713492,-114.07538874 50.9309411350001,-114.075820826 50.931086894,-114.076723956 50.930758725,-114.077048976 50.9305689640001,-114.077164382 50.9305448870001,-114.077587783 50.9303755920001,-114.077751393 50.9302627430001,-114.0777901 50.9303266700001,-114.077771364 50.9303981730001,-114.077636164 50.930511723,-114.077230351 50.9306274800001,-114.076862105 50.9308251510001,-114.076755843 50.9309304170001,-114.076551261 50.931015255,-114.075929452 50.9311705730001,-114.075716292 50.9311652260001,-114.075422353 50.931085894,-114.075286429 50.930983557,-114.074800299 50.930791464,-114.074378471 50.9307089360001,-114.074058375 50.9305929560001,-114.073540913 50.9302201790001,-114.07340894 50.930054973,-114.073391248 50.9298836240001,-114.073271231 50.9297546710001,-114.072783445 50.9295895170001,-114.071982906 50.929191635,-114.071588942 50.929118793,-114.071529842 50.92915328,-114.071260404 50.9291375320001,-114.071105204 50.9291156510001,-114.070382812 50.9292863940001,-114.070196936 50.9292997270001,-114.070024139 50.9293313820001,-114.069902452 50.9292293730001,-114.070062169 50.9291793950001,-114.07022243 50.9291204560001,-114.071058529 50.928952569,-114.071202912 50.9289202080001,-114.071587171 50.928920856,-114.07200671 50.929039313,-114.07217499 50.9290795150001,-114.072436514 50.929221027,-114.073034059 50.929451901,-114.073892358 50.929383478,-114.074772333 50.9294235190001,-114.075622709 50.9294808230001,-114.07696139 50.9294693910001,-114.077274019 50.9294772250001,-114.0782926 50.9293498040001,-114.079206457 50.9290758650001,-114.079379246 50.9290441940001,-114.07979193 50.929045536,-114.080076145 50.929052659,-114.080652605 50.9291660220001,-114.080890286 50.9292349420001,-114.082142279 50.92969802,-114.082840851 50.9296794940001,-114.083248314 50.9295367660001,-114.083589831 50.9293114390001,-114.084359845 50.9290608370001,-114.084673052 50.9290596770001,-114.08485443 50.9291181790001,-114.085760017 50.9292037610001,-114.086065942 50.9293193380001,-114.086300198 50.929442136,-114.086640886 50.9296845110001,-114.08687649 50.930014197,-114.087065493 50.9304057040001,-114.087083282 50.930577042,-114.087077826 50.9308917540001,-114.086917178 50.9311845770001,-114.086893994 50.93132791,-114.086972141 50.9316716610001,-114.086964257 50.9317974050001,-114.086945575 50.9318689010001,-114.086853569 50.931974535,-114.086855415 50.9321724740001,-114.086778168 50.932269481,-114.086706742 50.9325015750001,-114.086779822 50.932926158,-114.086485086 50.933314592,-114.086480018 50.9333954240001,-114.086602325 50.9334884190001,-114.086958214 50.933488309,-114.087620375 50.9333699060001,-114.08865156 50.9332697180001,-114.088839132 50.9332294270001,-114.088952801 50.9332322450001,-114.08925912 50.933113963,-114.089516622 50.9330934130001,-114.089766851 50.9331896030001,-114.08986801 50.9331651300001,-114.089882591 50.9329316370001,-114.089989389 50.932817362,-114.090105884 50.932775291,-114.090283716 50.932662802,-114.090528494 50.932390045,-114.091147835 50.932045691,-114.091423463 50.9319626000001,-114.092474957 50.9317639530001,-114.092957061 50.9317939420001,-114.093672316 50.9319646740001,-114.094463178 50.9320653290001,-114.094755457 50.9321715630001,-114.095125735 50.9323966530001,-114.095635568 50.9328950670001,-114.096110636 50.9332667050001,-114.09683121 50.9335814720001,-114.097901762 50.9342197390001,-114.098442621 50.934449091,-114.098708201 50.934527636,-114.099073828 50.934599711,-114.099611113 50.9346580420001,-114.099934117 50.934729029,-114.100155352 50.9348334780001,-114.100713254 50.9350182360001,-114.101854458 50.93520851,-114.102565689 50.9352171510001,-114.10349403 50.9351682550001,-114.104268775 50.9350705470001,-114.104403967 50.934956975,-114.10441066 50.9348491920001,-114.10422787 50.9345838140001,-114.10389097 50.9342786170001,-114.103249186 50.9338399060001,-114.103051076 50.9335921270001,-114.102511053 50.9331199800001,-114.102735973 50.9329366800001,-114.103241225 50.9328232830001,-114.103527708 50.932794421,-114.104190132 50.9329008120001,-114.10457383 50.9329103370001,-114.104702883 50.932895553,-114.104819363 50.9328534640001,-114.104981861 50.9327585410001,-114.104984619 50.9327136370001,-114.105118141 50.9326270130001,-114.105549513 50.932556751,-114.105767713 50.9324812020001,-114.10597842 50.9322975320001,-114.106612396 50.9319444770001,-114.106629945 50.931890933,-114.106796341 50.931733163,-114.107033794 50.9315771340001,-114.10799463 50.931232165,-114.108551418 50.9309761120001,-114.108812785 50.930892644,-114.109209339 50.9306955640001,-114.10939157 50.9305112040001,-114.109514716 50.930361329,-114.109582172 50.9301921050001,-114.109505817 50.9300462770001,-114.109109561 50.92955075,-114.108907811 50.9291319740001,-114.10887631 50.9289513080001,-114.108952923 50.9288632550001,-114.108990819 50.928711278,-114.109085014 50.9285696730001,-114.108968827 50.9283779100001,-114.108572838 50.9281072530001,-114.108439095 50.9279690100001,-114.108258528 50.9276677020001,-114.108121702 50.9273494870001,-114.108136481 50.9268821080001,-114.108252124 50.9266241170001,-114.108374702 50.92648324,-114.108671182 50.9262927010001,-114.109027581 50.9262835440001,-114.109111166 50.9263125950001,-114.109506854 50.9263583890001,-114.110004194 50.9263707040001,-114.110116203 50.9264004710001,-114.110430255 50.9266151220001,-114.110668763 50.9268998790001,-114.110917871 50.927013979,-114.111332243 50.9269882580001,-114.111649316 50.9269241470001,-114.112345362 50.9267165140001,-114.11277779 50.9266282580001,-114.113247298 50.9266308950001,-114.113683929 50.9267046510001,-114.115097544 50.9270904250001,-114.115760999 50.927178784,-114.116159487 50.9271796390001,-114.11670337 50.9271301210001,-114.117500292 50.927131806,-114.117787296 50.9270939350001,-114.118987886 50.9267817790001,-114.119376569 50.926710406,-114.120391328 50.9264116480001,-114.120939064 50.9262992390001,-114.121437016 50.926302519,-114.121618969 50.9263519930001,-114.121755529 50.9264453050001,-114.121869566 50.9266729940001,-114.121938411 50.9267106680001,-114.122049301 50.9267583870001,-114.122765733 50.9269109700001,-114.123053627 50.927088982,-114.123133929 50.92717192,-114.123178935 50.9275957900001,-114.123082559 50.927773303,-114.123051736 50.9280423880001,-114.123018849 50.9281135470001,-114.122649138 50.9283382930001,-114.122599319 50.9284539940001,-114.12271779 50.9286098220001,-114.122786082 50.928656489,-114.123037987 50.9287256800001,-114.123688382 50.928795671,-114.123817973 50.9287718680001,-114.123965635 50.9286855820001,-114.124181749 50.928412058,-114.124599434 50.9283324080001,-114.125164967 50.9279325560001,-114.125312052 50.9278552380001,-114.125542775 50.9278069490001,-114.125732501 50.9277306710001,-114.125956715 50.9275562920001,-114.126158275 50.9270575360001,-114.126336551 50.9269360160001,-114.126568912 50.9268607750001,-114.126813289 50.9268218050001,-114.127409949 50.926377775,-114.127493548 50.926406811,-114.127473814 50.9264962770001,-114.127204705 50.9267055230001,-114.126953166 50.926861236,-114.1268799 50.9268954280001,-114.12669404 50.9269088400001,-114.126355595 50.9270893890001,-114.126276199 50.927222353,-114.126230609 50.9275000810001,-114.126016159 50.927746658,-114.125615841 50.9280066460001,-114.124926295 50.9283404450001,-114.12459204 50.928683015,-114.124291941 50.9287026150001,-114.123864267 50.9289439290001,-114.123439415 50.9291403430001,-114.123325702 50.9291375480001,-114.123257966 50.9290818860001,-114.123206123 50.9289996520001,-114.123240061 50.9289105470001,-114.123184924 50.9288822110001,-114.123013805 50.9288869840001,-114.122810965 50.9289449410001,-114.122415274 50.92889919,-114.122213165 50.92871433,-114.122216698 50.9284265680001,-114.122290222 50.928158539,-114.122472368 50.9279741330001,-114.122539194 50.9278138710001,-114.122699982 50.9277458700001,-114.122806635 50.9276315710001,-114.122795427 50.927352467,-114.12270428 50.9272152840001,-114.122580818 50.9271402890001,-114.122455123 50.927101189,-114.121862682 50.9270146380001,-114.121698825 50.9269026490001,-114.121566689 50.926737474,-114.121454355 50.9264828510001,-114.121185458 50.9264582170001,-114.12078255 50.9265292440001,-114.120348997 50.9266354740001,-114.120058128 50.9267362210001,-114.119122219 50.9269110130001,-114.118714859 50.9270538700001,-114.117992119 50.927233899,-114.117315865 50.9273521310001,-114.116384938 50.9274460660001,-114.115728437 50.9274748240001,-114.115346962 50.9274294080001,-114.114756781 50.9273068630001,-114.114339906 50.9271436480001,-114.113380243 50.927011979,-114.112262038 50.9269123340001,-114.111810395 50.9270810570001,-114.111508633 50.927127543,-114.110853267 50.9271383050001,-114.110834591 50.927209813,-114.110927952 50.9273110550001,-114.111285728 50.9275088270001,-114.111379091 50.9276100690001,-114.111395251 50.9278083670001,-114.111578369 50.9282986110001,-114.11170824 50.9284997190001,-114.111995522 50.9286867330001,-114.112176379 50.9287541800001,-114.112401534 50.9287957230001,-114.112652887 50.9288739,-114.113833323 50.929119003,-114.114487588 50.9291261850001,-114.114661456 50.9290765220001,-114.114843438 50.9291259760001,-114.114738947 50.9292043570001,-114.114307054 50.9292836280001,-114.11404955 50.9293042510001,-114.113338431 50.9292956340001,-114.112447002 50.9292106300001,-114.112071626 50.9290664130001,-114.111906095 50.9289813650001,-114.111635219 50.9287587700001,-114.111278802 50.9283092110001,-114.111049185 50.927880755,-114.11096642 50.9276088560001,-114.110497995 50.9271295060001,-114.11030599 50.9267829600001,-114.110159148 50.9266264020001,-114.109836177 50.9265554250001,-114.109269442 50.926514421,-114.108913601 50.9265145860001,-114.108666455 50.926598416,-114.108547206 50.9266854210001,-114.108387253 50.92696929,-114.108430189 50.927195221,-114.108811919 50.9279242730001,-114.108976305 50.9280272890001,-114.109474019 50.9282645070001,-114.109567901 50.928356765,-114.109566507 50.928608609,-114.109291786 50.9289076160001,-114.109280085 50.929096229,-114.109450895 50.9293253440001,-114.109486013 50.929676998,-114.1098087 50.9299818420001,-114.109845226 50.930081676,-114.109875612 50.9302803300001,-114.109511393 50.9308739800001,-114.109218236 50.9310106170001,-114.108957965 50.9310761310001,-114.108628054 50.931346804,-114.107848605 50.9317502490001,-114.107576889 50.9317704920001,-114.107245015 50.9318432220001,-114.107109842 50.9319567970001,-114.106384988 50.932397586,-114.106218627 50.9325553470001,-114.106070926 50.9326416330001,-114.105969204 50.9326750920001,-114.10585496 50.9326812620001,-114.105403749 50.9328409740001,-114.104932224 50.933099133,-114.104598622 50.9331987890001,-114.104201212 50.9331799240001,-114.104156367 50.9332147850001,-114.103956251 50.9332278250001,-114.103604301 50.933165118,-114.103184074 50.9330557280001,-114.103056171 50.9330525700001,-114.102937975 50.9331215910001,-114.102946597 50.9332117480001,-114.103164548 50.93337008,-114.103525685 50.9335139520001,-114.10382776 50.9336923540001,-114.1039052 50.9338202320001,-114.104052643 50.9339677990001,-114.104391778 50.934237076,-114.104558112 50.934538042,-114.104580396 50.9346375250001,-114.104738668 50.9348393390001,-114.104762627 50.9349118970001,-114.104767358 50.9350649240001,-114.104703821 50.935171294,-114.104629945 50.9352144410001,-114.104171213 50.9352660260001,-114.103480626 50.9353837960001,-114.10271197 50.9353827180001,-114.102395378 50.9354378090001,-114.101982627 50.935436559,-114.101422475 50.935287728,-114.100600917 50.935222341,-114.100362105 50.935171413,-114.100181253 50.9351039680001,-114.099684662 50.934848759,-114.099132565 50.9347990430001,-114.09877728 50.9347902170001,-114.098523676 50.934747923,-114.098329159 50.9346711250001)))",54,149262,"48",149262,"6581563",5,Fish Creek
"MULTIPOLYGON (((-114.141624579 50.989987795,-114.141967661 50.9902030690001,-114.142439799 50.9906374020001,-114.142380101 50.990680909,-114.141838779 50.9906766400001,-114.14167021 50.990636538,-114.141328816 50.990394323,-114.141361696 50.990323178,-114.141384773 50.99017982,-114.14156714 50.989995391,-114.141624579 50.989987795)))",55,149295,"48",149295,"7744314",7,
"MULTIPOLYGON (((-114.176882639 51.08711629,-114.177166769 51.0871411430001,-114.177599542 51.0873045170001,-114.177959935 51.0874841280001,-114.177968731 51.0875742760001,-114.177894116 51.0876264390001,-114.177534336 51.0876717070001,-114.176705523 51.0872109480001,-114.176738395 51.0871398020001,-114.176882639 51.08711629)))",56,149322,"48",149322,"6157690",7,
"MULTIPOLYGON (((-114.08564457 51.0504255000001,-114.08574147 51.0504728960001,-114.085715383 51.0506611320001,-114.085531397 51.050863426,-114.085158869 51.0511149820001,-114.084796422 51.0512048860001,-114.084625434 51.0512006040001,-114.084583811 51.051181576,-114.084591186 51.051064829,-114.084836628 51.050792114,-114.085310627 51.050516106,-114.08564457 51.0504255000001)))",57,149408,"48",149408,"7784412",7,
"MULTIPOLYGON (((-114.122089473 51.0509155330001,-114.122273592 51.0509380510001,-114.122523399 51.0510521370001,-114.1228048 51.0513469160001,-114.122920448 51.051322795,-114.123024644 51.051253381,-114.123138626 51.0512561950001,-114.123207113 51.0513028570001,-114.123643898 51.051853312,-114.123608177 51.0519693640001,-114.123418494 51.0520366540001,-114.123204763 51.052031388,-114.123064506 51.051991951,-114.122592284 51.051782431,-114.122483861 51.0516898110001,-114.121947053 51.0513707580001,-114.121826062 51.0512508400001,-114.121761523 51.0511413240001,-114.121754515 51.0510242220001,-114.122045606 51.0509324540001,-114.122089473 51.0509155330001)))",58,149414,"48",149414,"7002987",7,
"MULTIPOLYGON (((-114.119697613 51.0485269210001,-114.119854319 51.0485307900001,-114.120105198 51.0486269200001,-114.120321177 51.048596251,-114.120720665 51.0485971080001,-114.120903119 51.0486465880001,-114.121223003 51.0487803880001,-114.121372495 51.0489010200001,-114.121623694 51.049222022,-114.122240708 51.0498578820001,-114.122381834 51.0501131990001,-114.122344978 51.0502472210001,-114.122226533 51.0503162480001,-114.122009453 51.050364883,-114.121682846 51.050338836,-114.121574428 51.0502462160001,-114.121505684 51.049974691,-114.121336039 51.049718635,-114.12046094 51.049103405,-114.120238514 51.049007976,-114.119697646 51.0489856460001,-114.119519141 51.0488733110001,-114.119441992 51.048736482,-114.119446463 51.0486646400001,-114.119553436 51.0485503570001,-114.119697613 51.0485269210001)))",59,149512,"48",149512,"7479391",7,
"MULTIPOLYGON (((-114.087334898 51.0073462190001,-114.087360543 51.0073918420001,-114.087226244 51.0074874410001,-114.086863049 51.0075953080001,-114.086748613 51.0076014260001,-114.086784402 51.007485403,-114.087177752 51.0073513040001,-114.087334898 51.0073462190001)))",60,149551,"48",149551,"7090572",7,
"MULTIPOLYGON (((-114.021798495 50.9496355910001,-114.022045786 50.949776811,-114.022261184 50.9499712210001,-114.022349794 50.9501443820001,-114.022347374 50.9504051850001,-114.022298414 50.950502881,-114.021999721 50.9507201360001,-114.021752284 50.9508037510001,-114.021249495 50.9508718810001,-114.021035673 50.950875436,-114.020966339 50.950846675,-114.020959575 50.9507295650001,-114.021260585 50.9504763940001,-114.021435897 50.950184026,-114.021639256 50.949676492,-114.021798495 50.9496355910001)))",61,149870,"48",149870,"7207898",7,
"MULTIPOLYGON (((-114.007942032 51.0329261410001,-114.008446633 51.0330650060001,-114.008835586 51.0332278820001,-114.009604991 51.033463452,-114.009742225 51.0335479270001,-114.00956494 51.033642333,-114.009350752 51.0336458470001,-114.008770876 51.0335680270001,-114.008003517 51.033521378,-114.007608204 51.0334572790001,-114.007244862 51.0333400370001,-114.007038221 51.0332267960001,-114.007025697 51.0331994950001,-114.007101549 51.0331294590001,-114.007569446 51.032952573,-114.007756331 51.0329303730001,-114.007942032 51.0329261410001)))",62,150083,"48",150083,"6821339",7,
"MULTIPOLYGON (((-114.054796852 50.881534951,-114.055394822 50.881747916,-114.055421586 50.8822253340001,-114.055359707 50.882304735,-114.055168347 50.8824078470001,-114.055109849 50.8824333600001,-114.054938933 50.8824380400001,-114.054385809 50.8821902060001,-114.054106961 50.8818773120001,-114.054106917 50.881652446,-114.054253994 50.8815752100001,-114.054412955 50.8815342330001,-114.054796852 50.881534951)))",63,150084,"48",150084,"6893816",7,
