WKT,fid,id,pruid,pk,hydrouid,rank,name
"MULTIPOLYGON (((-114.271150708 51.1014898340001,-114.271262221 51.1015374230001,-114.271226816 51.101653506,-114.271122718 51.1017230360001,-114.270359702 51.1020649870001,-114.270141464 51.1021318680001,-114.269708717 51.1022027000001,-114.269264852 51.1022193040001,-114.269124314 51.1021800550001,-114.269128561 51.1021081850001,-114.269994621 51.1017146900001,-114.270461186 51.1015546930001,-114.270893424 51.101492825,-114.271150708 51.1014898340001)))",44,148842,"48",148842,"7444826",7,
"MULTIPOLYGON (((-114.142096945 50.991330674,-114.141969256 50.991336479,-114.141488178 50.9912797050001,-114.141359557 50.9912855580001,-114.141239088 50.9913905550001,-114.141257998 50.991777782,-114.141210914 50.991848593,-114.141122758 50.9918914160001,-114.141018179 50.991969807,-114.140871997 50.9920291720001,-114.140361348 50.9919897,-114.140152295 50.9919126010001,-114.139821256 50.9917335970001,-114.139212493 50.990972103,-114.139188453 50.9908995650001,-114.138827434 50.9905129260001,-114.13864423 50.9902476020001,-114.138388791 50.98999846,-114.138332436 50.9899880940001,-114.138139822 50.989875424,-114.13773282 50.9895416330001,-114.136987054 50.9891545520001,-114.136288261 50.9889305340001,-114.135609655 50.9888419310001,-114.13541377 50.9887831660001,-114.135074436 50.988738842,-114.134576432 50.9887266220001,-114.134097013 50.988642891,-114.1336631 50.9885153210001,-114.13321271 50.9884233010001,-114.132759021 50.988385163,-114.132217745 50.9883808660001,-114.130616243 50.9884674370001,-114.130120977 50.9884102820001,-114.129797578 50.9883393860001,-114.129227451 50.988109481,-114.129075931 50.9880247870001,-114.128939198 50.9879314820001,-114.128761404 50.9878101830001,-114.128504358 50.987587981,-114.127970496 50.9872330350001,-114.127679998 50.9870909680001,-114.127081448 50.9868603640001,-114.125619353 50.9865365350001,-114.12479686 50.9864713000001,-114.124344865 50.986406194,-114.123672434 50.9862187300001,-114.123127486 50.986043398,-114.123044896 50.9859963850001,-114.122693622 50.985915758,-114.122330905 50.9857899040001,-114.121957836 50.985600783,-114.121373215 50.9851456290001,-114.121348676 50.9850820510001,-114.121117891 50.98489648,-114.120260432 50.9842456710001,-114.119854463 50.984127738,-114.119313805 50.984114376,-114.118651197 50.983999092,-114.118272019 50.9839087720001,-114.117843501 50.9839251760001,-114.117726925 50.983967277,-114.117608644 50.9840363180001,-114.117473348 50.9841498930001,-114.117524996 50.9844659940001,-114.117402017 50.9848407590001,-114.117245839 50.9850617740001,-114.117017917 50.9852900010001,-114.116979449 50.9854509470001,-114.116744282 50.985795947,-114.116706921 50.9859389590001,-114.116629108 50.9860449680001,-114.116658968 50.986252579,-114.116680751 50.9863610720001,-114.116636225 50.987079555,-114.11633468 50.9875758150001,-114.11608695 50.9878935240001,-114.115361282 50.988334325,-114.114660439 50.988604841,-114.114093238 50.988788711,-114.113301658 50.988913037,-114.113198181 50.9889734550001,-114.113136224 50.9890528710001,-114.113142076 50.9891879410001,-114.113313136 50.9894170460001,-114.113318988 50.9895521170001,-114.113176154 50.9895575720001,-114.112731946 50.989366702,-114.112478022 50.9893244260001,-114.112291959 50.989337822,-114.112159959 50.989397507,-114.11156761 50.9895267860001,-114.111127047 50.989506872,-114.110732498 50.9894341510001,-114.110278272 50.9894049330001,-114.110102503 50.989481518,-114.108666929 50.9903364500001,-114.108173891 50.9907020460001,-114.108057233 50.9907441220001,-114.106761077 50.9916474670001,-114.105830471 50.9921730780001,-114.104842037 50.9929401460001,-114.104607077 50.993051236,-114.104070706 50.9934247040001,-114.103889303 50.9935911250001,-114.103229803 50.994339316,-114.10297781 50.9944949610001,-114.102362177 50.99476753,-114.102028133 50.9948671800001,-114.10177028 50.9948877580001,-114.101463027 50.9950150550001,-114.100548771 50.995505053,-114.100433246 50.995529177,-114.099761212 50.9957913200001,-114.099547963 50.9960108990001,-114.099510517 50.9961538850001,-114.099519965 50.996459943,-114.099600305 50.9965429040001,-114.100067925 50.9968153570001,-114.100612341 50.9969997910001,-114.100819651 50.9971038800001,-114.102366671 50.997418031,-114.103077194 50.9976703680001,-114.103600839 50.9979656950001,-114.103959753 50.9981802660001,-114.104206992 50.99833032,-114.104368248 50.9984872140001,-114.104615737 50.9988621560001,-114.105009913 50.9993047130001,-114.105193609 50.99966341,-114.10556375 51.0000891940001,-114.105181779 51.0005312500001,-114.104821167 51.0008281180001,-114.10336251 51.0018173700001,-114.10289359 51.002021616,-114.102430288 51.0021360360001,-114.102172388 51.002156616,-114.101303039 51.0021530340001,-114.101019481 51.0021279920001,-114.100611761 51.0020369210001,-114.099898716 51.0018123340001,-114.099244887 51.0015531990001,-114.098514832 51.001373162,-114.098417996 51.0013257950001,-114.098010081 51.0010098230001,-114.097706488 51.000849364,-114.097254709 51.0005502810001,-114.096862939 51.0004325960001,-114.096575256 51.0002455680001,-114.096210281 51.0001997260001,-114.095922383 51.0001965160001,-114.094951428 51.000073017,-114.094576059 50.999926278,-114.095017549 50.9996874670001,-114.095451846 50.9995430450001,-114.095801138 50.999373618,-114.096150403 50.9992042220001,-114.096420468 50.999142115,-114.096775533 50.999105011,-114.097030448 50.9990166750001,-114.097657377 50.9988962540001,-114.097825715 50.9987115180001,-114.097815962 50.9986393330001,-114.097706584 50.998564646,-114.09717997 50.9985515540001,-114.097070606 50.9984768910001,-114.09704552 50.9984222750001,-114.096799425 50.9982542690001,-114.09630444 50.9979631190001,-114.096198454 50.9978345360001,-114.096032489 50.9975245800001,-114.096011348 50.997407132,-114.096022685 50.9967687710001,-114.09607976 50.996311452,-114.096388321 50.995707468,-114.096618048 50.995452334,-114.096811499 50.9953222070001,-114.097205837 50.995170107,-114.097767698 50.9946174150001,-114.097886623 50.9945394250001,-114.09830606 50.9944419010001,-114.098424368 50.9943728900001,-114.098567047 50.994142562,-114.098790584 50.993986207,-114.09922705 50.9938441470001,-114.099835178 50.993463488,-114.100284253 50.992889963,-114.100318348 50.9928008630001,-114.100310821 50.9926927290001,-114.100250304 50.9925203480001,-114.100172213 50.9924014630001,-114.09976658 50.9920495900001,-114.099701473 50.9912653920001,-114.099614516 50.9908314830001,-114.099352345 50.99046517,-114.09935323 50.9902223290001,-114.099437827 50.990008554,-114.099457451 50.9896942180001,-114.099398069 50.989503846,-114.099371064 50.989251315,-114.099438599 50.9890821070001,-114.099654054 50.9888266070001,-114.099787736 50.9887399840001,-114.099939578 50.9885908360001,-114.100280263 50.9883834280001,-114.100675661 50.9882133500001,-114.101038105 50.9881144020001,-114.101253811 50.988083771,-114.101807616 50.9881155290001,-114.102089975 50.9881585260001,-114.102843793 50.9884110990001,-114.103028807 50.9884156950001,-114.103323452 50.9882610780001,-114.103789728 50.9878678850001,-114.103877878 50.9878251040001,-114.104181205 50.9877606730001,-114.10434275 50.9876837100001,-114.104366494 50.9875314000001,-114.104589409 50.987384031,-114.105025808 50.9872419160001,-114.10645124 50.9870074360001,-114.106937838 50.9869745010001,-114.107447291 50.9870321000001,-114.108002224 50.9870458560001,-114.108114348 50.9870756160001,-114.108544578 50.987032324,-114.109138036 50.9868850970001,-114.109474804 50.9867405290001,-114.109935438 50.9864371190001,-114.110223065 50.98616538,-114.110338855 50.9859073950001,-114.110439029 50.9854421590001,-114.110462179 50.9843813160001,-114.110374864 50.9841812660001,-114.109644237 50.9833266640001,-114.109305816 50.983039443,-114.109228292 50.9829115980001,-114.108901319 50.9826696270001,-114.108822086 50.9825687200001,-114.108506573 50.982372023,-114.108326095 50.982295578,-114.107845685 50.9822297150001,-114.106894674 50.9821701540001,-114.105490375 50.981838511,-114.105065787 50.981792005,-114.104227488 50.981753235,-114.103847264 50.9816808200001,-114.103301339 50.981523375,-114.103054193 50.9813733020001,-114.102455307 50.9811515520001,-114.102331731 50.9810765440001,-114.102261134 50.9810657790001,-114.102061995 50.9810608330001,-114.102003946 50.981077385,-114.101560343 50.981336222,-114.101472168 50.981379008,-114.101168937 50.9814434450001,-114.100926521 50.9814464180001,-114.100743781 50.9814058930001,-114.100332654 50.9811438180001,-114.099904477 50.9809263070001,-114.098708076 50.9806896840001,-114.098295265 50.9804545640001,-114.098071908 50.9801521740001,-114.098050178 50.9800436800001,-114.098077958 50.979369762,-114.098223145 50.97886966,-114.098443603 50.978533327,-114.098734072 50.9782167320001,-114.099352643 50.977665436,-114.099907456 50.9765368590001,-114.100378295 50.9751543560001,-114.100521983 50.974906058,-114.100922291 50.9746551430001,-114.10103891 50.9746130770001,-114.101430814 50.974496861,-114.101906409 50.974409731,-114.102537355 50.9743444420001,-114.104304051 50.9743433130001,-114.105451569 50.9742188720001,-114.105764513 50.9742266270001,-114.106061026 50.9742699660001,-114.10644871 50.974450473,-114.107355472 50.9747607800001,-114.107576371 50.9748741970001,-114.107715298 50.9749316180001,-114.108113298 50.9751753360001,-114.108293783 50.975251771,-114.108645496 50.9753234510001,-114.109140595 50.975380676,-114.109290366 50.975492349,-114.109448234 50.9757031300001,-114.109652701 50.9758521040001,-114.109834289 50.9759105790001,-114.109946997 50.975931356,-114.110309025 50.9760662460001,-114.111033998 50.976551939,-114.11147863 50.9767338380001,-114.112024536 50.9768912600001,-114.112133882 50.976965926,-114.112483117 50.9773073850001,-114.112517984 50.9774341720001,-114.11275455 50.9777548470001,-114.113150952 50.978025501,-114.113333689 50.978066003,-114.11394431 50.978099091,-114.115491341 50.9779664280001,-114.115646714 50.977988253,-114.116372816 50.9779972100001,-114.116754681 50.9780426230001,-114.117387645 50.9781751850001,-114.117661858 50.978118996,-114.117838123 50.9780334040001,-114.117901706 50.9779270350001,-114.117912836 50.9777474110001,-114.117888269 50.977683842,-114.117833589 50.977646512,-114.117747384 50.9774285060001,-114.117746491 50.977212605,-114.11802473 50.9764009290001,-114.118257046 50.9761008570001,-114.118359962 50.9760494230001,-114.118665402 50.9759490270001,-114.119139845 50.9758797810001,-114.119473727 50.9757800720001,-114.119821817 50.975680723,-114.119950963 50.975665926,-114.120178002 50.975680514,-114.120294604 50.975638426,-114.120288691 50.9755033700001,-114.120118209 50.9752652920001,-114.120179559 50.9751948470001,-114.120400497 50.975308236,-114.120568757 50.9755822380001,-114.120748123 50.9756765930001,-114.120860836 50.975697358,-114.121222612 50.9756073530001,-114.121879742 50.9755785900001,-114.122555377 50.9757121600001,-114.12292081 50.9757931380001,-114.123801468 50.9760666920001,-114.124294963 50.976150821,-114.125159169 50.9764599370001,-114.12528223 50.976543936,-114.125770726 50.9767088780001,-114.126668221 50.977171717,-114.126914859 50.9773307010001,-114.127351051 50.9778811360001,-114.127542474 50.978011757,-114.128004729 50.9781400850001,-114.128471444 50.9781965280001,-114.129691433 50.9785143780001,-114.130190839 50.9787335520001,-114.130987206 50.979220839,-114.131277672 50.979362918,-114.131598232 50.9794787280001,-114.131711479 50.9794904940001,-114.132903086 50.9798076200001,-114.133360384 50.980016747,-114.13375859 50.9802603680001,-114.134027657 50.9805188270001,-114.134603071 50.9808927600001,-114.13498443 50.9809471010001,-114.135475229 50.9810760730001,-114.136559665 50.981282574,-114.137216235 50.9814965690001,-114.137512797 50.9815398250001,-114.138393655 50.98181329,-114.138697835 50.9819646460001,-114.139316416 50.9825644740001,-114.139453724 50.9826487920001,-114.1402755 50.982956775,-114.140933755 50.9831437920001,-114.141539473 50.98325757,-114.142553453 50.9834533110001,-114.142872442 50.9835960410001,-114.143038211 50.983681038,-114.143384972 50.984067328,-114.143488339 50.9842407450001,-114.143644179 50.9844874130001,-114.143882544 50.985014951,-114.143902145 50.985159347,-114.143801253 50.985642607,-114.143821975 50.9857690370001,-114.143955412 50.985916215,-114.144081297 50.9859552720001,-114.144744418 50.9862953100001,-114.144920065 50.9864525310001,-114.145167253 50.986836339,-114.145376632 50.987372167,-114.145458038 50.9876709810001,-114.145468747 50.9881929370001,-114.145298418 50.9884136570001,-114.145163187 50.9885272710001,-114.144941458 50.98865678,-114.144578536 50.9887648330001,-114.144174063 50.9888538760001,-114.143354675 50.988968759,-114.143065641 50.9890336330001,-114.142758525 50.989161063,-114.142557543 50.9894169890001,-114.142508208 50.9895237120001,-114.14253159 50.9898390980001,-114.142620162 50.9900211650001,-114.142687352 50.9903196500001,-114.142763109 50.990463966,-114.142096945 50.991330674),(-114.139514179 50.9869947930001,-114.138991974 50.987143894,-114.138770233 50.9872733880001,-114.138633864 50.987404961,-114.138447079 50.9876612360001,-114.138074885 50.9886145610001,-114.138077527 50.9888035160001,-114.138166076 50.9889855860001,-114.138697275 50.9893853780001,-114.138936289 50.989670086,-114.139168154 50.990071538,-114.139214556 50.9902435770001,-114.139434949 50.9905997800001,-114.139565095 50.9908008520001,-114.13997586 50.9913056340001,-114.14026198 50.9915195300001,-114.140455678 50.991614214,-114.140704785 50.99150339,-114.140698286 50.9913773160001,-114.140646895 50.9912861020001,-114.140226727 50.9909340020001,-114.140083447 50.9907146130001,-114.139971966 50.9904420380001,-114.139979265 50.9900914080001,-114.140018214 50.9899214790001,-114.140348545 50.9894168470001,-114.140350465 50.9889221770001,-114.140160748 50.9885307600001,-114.140325162 50.9881749800001,-114.140463181 50.988016475,-114.140748421 50.9877805980001,-114.140752871 50.9877087360001,-114.140513831 50.9874240670001,-114.139925177 50.9870318330001,-114.139514179 50.9869947930001),(-114.142812747 50.988047011,-114.142449825 50.988155056,-114.141294966 50.9881627650001,-114.14106456 50.98820211,-114.141004865 50.9882456160001,-114.14088163 50.98839551,-114.140938726 50.9890894970001,-114.140753361 50.989786554,-114.140541452 50.989988257,-114.140482717 50.9902476570001,-114.140470562 50.9904452590001,-114.140585375 50.9906639390001,-114.140719953 50.9907931810001,-114.140819019 50.990804578,-114.140877596 50.9907790400001,-114.140841662 50.9904363630001,-114.141105235 50.9898581570001,-114.141267557 50.989304447,-114.141853986 50.9888060960001,-114.142224098 50.9885813010001,-114.143135627 50.988126886,-114.143137831 50.988090959,-114.14301194 50.9880519010001,-114.142812747 50.988047011),(-114.141517213 50.9850110290001,-114.141641404 50.985077028,-114.142438674 50.9853214220001,-114.14257543 50.9854147080001,-114.142687061 50.9854534170001,-114.143134115 50.9855992880001,-114.1432901 50.985612099,-114.143475635 50.985607658,-114.143594392 50.9855296000001,-114.143631709 50.9853865930001,-114.143597304 50.9852508430001,-114.143474745 50.9851578920001,-114.143336853 50.9850825500001,-114.142983342 50.9850379200001,-114.14283013 50.984980211,-114.142239284 50.98462392,-114.142072391 50.984556889,-114.141778007 50.9844777200001,-114.141650491 50.984465615,-114.141493427 50.9844707610001,-114.141372411 50.9845847270001,-114.14142547 50.9846489750001,-114.141714891 50.9848089930001,-114.141754822 50.984854924,-114.141608127 50.9849233090001,-114.14149321 50.9849384840001,-114.141461418 50.9849916700001,-114.141517213 50.9850110290001),(-114.140777271 50.9870797180001,-114.140828127 50.9871798940001,-114.14105458 50.9874373060001,-114.141495535 50.987681953,-114.141722664 50.9876965170001,-114.142154553 50.9876261420001,-114.142518025 50.987509102,-114.142636274 50.987440032,-114.142788481 50.9872818580001,-114.14267905 50.987207222,-114.142563006 50.987240366,-114.142206742 50.9872406220001,-114.141973682 50.9870910160001,-114.141953481 50.9869555980001,-114.141802468 50.986861961,-114.141662406 50.9868225340001,-114.140935056 50.9868317180001,-114.140754906 50.986980218,-114.140777271 50.9870797180001),(-114.141624579 50.989987795,-114.14156714 50.989995391,-114.141384773 50.99017982,-114.141361696 50.990323178,-114.141328816 50.990394323,-114.14167021 50.990636538,-114.141838779 50.9906766400001,-114.142380101 50.990680909,-114.142439799 50.9906374020001,-114.141967661 50.9902030690001,-114.141624579 50.989987795),(-114.112144607 50.9889563780001,-114.11127549 50.988952866,-114.11118565 50.989022617,-114.111183978 50.989049547,-114.1112409 50.9890509560001,-114.111378171 50.9891353140001,-114.111829602 50.98920945,-114.112144896 50.9891812590001,-114.11230531 50.9891222740001,-114.112295558 50.9890500600001,-114.112144607 50.9889563780001)))",45,148888,"48",148888,"7581442",4,Glenmore Reservoir
"MULTIPOLYGON (((-113.984478481 50.8635626440001,-113.984592565 50.86356871,-113.98505758 50.863727715,-113.98545734 50.8639783460001,-113.985637965 50.8641356400001,-113.985714649 50.8642236150001,-113.985767548 50.8643841880001,-113.98572957 50.864457126,-113.985564478 50.8645423070001,-113.985465144 50.8645448500001,-113.985317466 50.864458664,-113.984414998 50.863681204,-113.984410393 50.8636093430001,-113.984478481 50.8635626440001)))",46,148980,"48",148980,"7053080",7,
"MULTIPOLYGON (((-113.988607093 50.868332293,-113.988750755 50.8683555860001,-113.989517459 50.8687857180001,-113.989784978 50.8689677500001,-113.989891796 50.8690819600001,-113.991241568 50.870180723,-113.991530762 50.8704791440001,-113.991532693 50.8707309690001,-113.991383459 50.8708427220001,-113.991282417 50.870818344,-113.991133012 50.8707052390001,-113.99106761 50.8705719810001,-113.99073293 50.8702297510001,-113.989159017 50.8691816900001,-113.98883013 50.8689292620001,-113.988692048 50.8687708690001,-113.988470939 50.868425748,-113.988469197 50.8683988060001,-113.988607093 50.868332293)))",47,149017,"48",149017,"6772983",7,
"MULTIPOLYGON EMPTY",48,149038,"48",149038,"6526879",2,Bow River
"MULTIPOLYGON (((-114.088565525 51.049814757,-114.08872111 51.0498366130001,-114.088745094 51.0499091770001,-114.088395417 51.050251254,-114.087920334 51.050545238,-114.087196648 51.0507070850001,-114.087011401 51.050702475,-114.086901372 51.0506367520001,-114.086938308 51.0505027520001,-114.087308072 51.0502961020001,-114.088565525 51.049814757)))",49,149042,"48",149042,"6806596",7,
"MULTIPOLYGON (((-114.016045232 50.9451979360001,-114.016423139 50.9455224370001,-114.01648787 50.9456230280001,-114.016428117 50.9456664790001,-114.016314418 50.9456635780001,-114.016122295 50.9455507330001,-114.015883107 50.9452837410001,-114.016045232 50.9451979360001)))",50,149103,"48",149103,"7698689",7,
"MULTIPOLYGON (((-114.124357593 51.0523116210001,-114.124721399 51.0524285150001,-114.125988928 51.0531613260001,-114.125986171 51.0532062240001,-114.125912125 51.0532493690001,-114.125697815 51.0532530820001,-114.124978867 51.053109465,-114.124394874 51.0528612320001,-114.124175254 51.0527208940001,-114.124145281 51.052513273,-114.124224883 51.0523803240001,-114.124357593 51.0523116210001)))",51,149120,"48",149120,"7636497",7,
"MULTIPOLYGON (((-113.978246989 50.8572274250001,-113.978390619 50.857250756,-113.978538777 50.8573459070001,-113.978725087 50.857593013,-113.978732526 50.8577097660001,-113.978582195 50.857803543,-113.978424402 50.8577805990001,-113.97827619 50.8576854330001,-113.978106955 50.857482872,-113.978056954 50.857367217,-113.978093777 50.857276315,-113.978246989 50.8572274250001)))",52,149161,"48",149161,"7805231",7,
"MULTIPOLYGON (((-114.112144607 50.9889563780001,-114.112295558 50.9890500600001,-114.11230531 50.9891222740001,-114.112144896 50.9891812590001,-114.111829602 50.98920945,-114.111378171 50.9891353140001,-114.1112409 50.9890509560001,-114.111183978 50.989049547,-114.11118565 50.989022617,-114.11127549 50.988952866,-114.112144607 50.9889563780001)))",53,149223,"48",149223,"7143108",7,
