WKT,id,b_travel_time,travel_time
"POLYGON ((-113.950528507862 50.8892108356358,-113.949296154804 50.8905588029182,-113.946834305602 50.890557707742,-113.945604951619 50.889208645388,-113.946837375523 50.8878607167785,-113.949299082572 50.8878618118501,-113.950528507862 50.8892108356358))",13782,133,83
"POLYGON ((-113.950531364334 50.8865138438906,-113.949299082572 50.8878618118501,-113.946837375523 50.8878607167785,-113.945608092375 50.8865116538521,-113.946840444972 50.8851637245619,-113.949302009889 50.8851648195288,-113.950531364334 50.8865138438906))",13783,134,85
"POLYGON ((-113.950522793602 50.8946048153668,-113.949290297918 50.8959527812952,-113.946828164344 50.8959516859097,-113.945598668658 50.8946026247004,-113.946831235209 50.8932546974524,-113.949293226586 50.8932557927332,-113.950522793602 50.8946048153668))",13780,129,78
"POLYGON ((-113.950525650952 50.8919078261278,-113.949293226586 50.8932557927332,-113.946831235209 50.8932546974524,-113.94560181038 50.8919056356708,-113.946834305602 50.890557707742,-113.949296154804 50.8905588029182,-113.950525650952 50.8919078261278))",13781,131,79
"POLYGON ((-113.950517077583 50.8999987900855,-113.949284439231 50.90134675466,-113.946822021197 50.9013456590651,-113.945592383764 50.8999965990005,-113.946825093007 50.8986486731139,-113.9492873688 50.8986497686041,-113.950517077583 50.8999987900855))",13778,127,76
"POLYGON ((-113.950519935812 50.8973018033527,-113.9492873688 50.8986497686041,-113.946825093007 50.8986486731139,-113.945595526453 50.897299612477,-113.946828164344 50.8959516859097,-113.949290297918 50.8959527812952,-113.950519935812 50.8973018033527))",13779,127,78
"POLYGON ((-113.950511359807 50.9053927597922,-113.949278578741 50.9067407230127,-113.94681587616 50.9067396272084,-113.945586096938 50.9053905682884,-113.946818948915 50.9040426437633,-113.949281509211 50.9040437394628,-113.950511359807 50.9053927597922))",13776,121,83
"POLYGON ((-113.950514218915 50.9026957755654,-113.949281509211 50.9040437394628,-113.946818948915 50.9040426437633,-113.945589240593 50.902693584271,-113.946822021197 50.9013456590651,-113.949284439231 50.90134675466,-113.950514218915 50.9026957755654))",13777,124,78
"POLYGON ((-113.950574158756 50.8460588173225,-113.949342945122 50.847406795438,-113.946883367752 50.8474057019346,-113.945655145826 50.8460566304201,-113.946886430132 50.8447086909177,-113.949345865699 50.8447097843167,-113.950574158756 50.8460588173225))",13798,,179
"POLYGON ((-113.950577008212 50.8433618055241,-113.949345865699 50.8447097843167,-113.946886430132 50.8447086909177,-113.945658278868 50.8433596188305,-113.946889492042 50.8420116786474,-113.949348785827 50.8420127719419,-113.950577008212 50.8433618055241))",13799,,176
"POLYGON ((-113.950568458531 50.8514528371588,-113.949337102623 50.8528008139201,-113.946877241579 50.8527997202077,-113.945648878298 50.8514506498385,-113.9468803049 50.8501027116979,-113.949340024097 50.8501038053058,-113.950568458531 50.8514528371588))",13796,168,156
"POLYGON ((-113.950571308863 50.8487558278674,-113.949340024097 50.8501038053058,-113.9468803049 50.8501027116979,-113.945652012303 50.848753640756,-113.946883367752 50.8474057019346,-113.949342945122 50.847406795438,-113.950571308863 50.8487558278674))",13797,169,158
"POLYGON ((-113.950562756555 50.8568468519812,-113.949331258328 50.8581948273883,-113.946871113523 50.8581937334669,-113.945642608843 50.856844664243,-113.946874177786 50.855496727464,-113.9493341807 50.8554978212809,-113.950562756555 50.8568468519812))",13794,170,158
"POLYGON ((-113.950565607762 50.8541498451967,-113.9493341807 50.8554978212809,-113.946874177786 50.855496727464,-113.945645743811 50.8541476576675,-113.946877241579 50.8527997202077,-113.949337102623 50.8528008139201,-113.950565607762 50.8541498451967))",13795,168,156
"POLYGON ((-113.950557052825 50.8622408617899,-113.949325412236 50.8635888358428,-113.946864983583 50.8635877417125,-113.945636337461 50.8622386736337,-113.946868048788 50.8608907382164,-113.949328335506 50.8608918322422,-113.950557052825 50.8622408617899))",13792,155,97
"POLYGON ((-113.950559904909 50.8595438575122,-113.949328335506 50.8608918322422,-113.946868048788 50.8608907382164,-113.945639473393 50.8595416695651,-113.946871113523 50.8581937334669,-113.949331258328 50.8581948273883,-113.950559904909 50.8595438575122))",13793,159,103
"POLYGON ((-113.946531148307 51.154856747309,-113.945291610307 51.1562046085568,-113.942815651431 51.156203424406,-113.941579374892 51.1548543791207,-113.942818984804 51.1535065569193,-113.945294799352 51.1535077409568,-113.946531148307 51.154856747309))",13822,130,80
"POLYGON ((-113.946534264948 51.1521598790289,-113.945294799352 51.1535077409568,-113.942818984804 51.1535065569193,-113.941582780165 51.1521575110673,-113.942822317662 51.150809688182,-113.945297987904 51.1508108721061,-113.946534264948 51.1521598790289))",13823,126,84
"POLYGON ((-113.946524913581 51.1602504801176,-113.945285230738 51.1615983400052,-113.94280898314 51.1615971556277,-113.941572562766 51.1602481114758,-113.942812317543 51.1589002906421,-113.945288420769 51.1589014749063,-113.946524913581 51.1602504801176))",13820,128,78
"POLYGON ((-113.946528031185 51.1575536143386,-113.945288420769 51.1589014749063,-113.942812317543 51.1589002906421,-113.941575969092 51.1575512459236,-113.942815651431 51.156203424406,-113.945291610307 51.1562046085568,-113.946528031185 51.1575536143386))",13821,128,75
"POLYGON ((-113.946518676929 51.165644207924,-113.945278849198 51.1669920664515,-113.942802312789 51.1669908818472,-113.941565748535 51.1656418388287,-113.942805648222 51.1642940193627,-113.945282040214 51.1642952038536,-113.946518676929 51.165644207924))",13818,133,80
"POLYGON ((-113.946521795496 51.162947344646,-113.945282040214 51.1642952038536,-113.942805648222 51.1642940193627,-113.941569155914 51.1629449757775,-113.94280898314 51.1615971556277,-113.945285230738 51.1615983400052,-113.946521795496 51.162947344646))",13819,130,83
"POLYGON ((-113.946512438348 51.1710379307286,-113.945272465685 51.172385787896,-113.942795640375 51.1723846030647,-113.941558932197 51.1710355611795,-113.942798976839 51.1696877430812,-113.945275657688 51.169688927799,-113.946512438348 51.1710379307286))",13816,130,89
"POLYGON ((-113.946515557879 51.1683410699515,-113.945275657688 51.169688927799,-113.942798976839 51.1696877430812,-113.941562340629 51.1683387006294,-113.942802312789 51.1669908818472,-113.945278849198 51.1669920664515,-113.946515557879 51.1683410699515))",13817,135,85
"POLYGON ((-113.946506197839 51.1764316485315,-113.945266080198 51.1777795043388,-113.942788965899 51.1777783192806,-113.941552113753 51.1764292785286,-113.942792303395 51.1750814617979,-113.945269273188 51.1750826467426,-113.946506197839 51.1764316485315))",13814,179,161
"POLYGON ((-113.946509318335 51.1737347902552,-113.945269273188 51.1750826467426,-113.942792303395 51.1750814617979,-113.941555523239 51.1737324204793,-113.942795640375 51.1723846030647,-113.945272465685 51.172385787896,-113.946509318335 51.1737347902552))",13815,132,90
"POLYGON ((-113.946499955401 51.1818253613329,-113.945259692738 51.1831732157801,-113.942782289359 51.183172030495,-113.941545293201 51.1818229908761,-113.942785627887 51.180475175513,-113.945262886715 51.1804763606846,-113.946499955401 51.1818253613329))",13812,175,151
"POLYGON ((-113.946503076861 51.1791285055573,-113.945262886715 51.1804763606846,-113.942785627887 51.180475175513,-113.94154870374 51.1791261353275,-113.942788965899 51.1777783192806,-113.945266080198 51.1777795043388,-113.946503076861 51.1791285055573))",13813,178,161
"POLYGON ((-113.946496833458 51.1845222158581,-113.945256498267 51.1858700696253,-113.942778950315 51.1858688842267,-113.941541882134 51.1845198451743,-113.942782289359 51.183172030495,-113.945259692738 51.1831732157801,-113.946496833458 51.1845222158581))",13811,174,148
"POLYGON ((-113.950321682068 51.0833909496959,-113.949084166704 51.0847388682513,-113.946612024749 51.0847377655095,-113.945377541905 51.0833887443177,-113.946615128904 51.082040864705,-113.949087127121 51.0820419673413,-113.950321682068 51.0833909496959))",13710,69,56
"POLYGON ((-113.950324570393 51.0806940481093,-113.949087127121 51.0820419673413,-113.946615128904 51.082040864705,-113.945380717684 51.0806918429422,-113.94661823258 51.0793439626492,-113.94909008708 51.07934506518,-113.950324570393 51.0806940481093))",13711,67,55
"POLYGON ((-113.950315904082 51.0887847491151,-113.9490782445 51.0901326663176,-113.946605815002 51.0901315633647,-113.945371188876 51.0887825433149,-113.946608920115 51.0874346650627,-113.949081205831 51.0874357679101,-113.950315904082 51.0887847491151))",13708,71,58
"POLYGON ((-113.950318793298 51.0860878500311,-113.949081205831 51.0874357679101,-113.946608920115 51.0874346650627,-113.945374365635 51.0860856444419,-113.946612024749 51.0847377655095,-113.949084166704 51.0847388682513,-113.950318793298 51.0860878500311))",13709,71,55
"POLYGON ((-113.950310124313 51.0941785435295,-113.949072320469 51.095526459379,-113.946599603338 51.095525356215,-113.945364833887 51.0941763373071,-113.94660270941 51.0928284604154,-113.949075282713 51.0928295634739,-113.950310124313 51.0941785435295))",13706,73,56
"POLYGON ((-113.950313014421 51.0914816469479,-113.949075282713 51.0928295634739,-113.94660270941 51.0928284604154,-113.945368011627 51.0914794409366,-113.946605815002 51.0901315633647,-113.9490782445 51.0901326663176,-113.950313014421 51.0914816469479))",13707,72,54
"POLYGON ((-113.950304342759 51.0995723329393,-113.949066394608 51.1009202474359,-113.946593389757 51.1009191440607,-113.945358476935 51.0995701262946,-113.946596496788 51.0982222507634,-113.949069357767 51.098223354033,-113.950304342759 51.0995723329393))",13704,79,56
"POLYGON ((-113.950307233759 51.09687543886,-113.949069357767 51.098223354033,-113.946596496788 51.0982222507634,-113.945361655656 51.0968732324265,-113.946599603338 51.095525356215,-113.949072320469 51.095526459379,-113.950307233759 51.09687543886))",13705,80,60
"POLYGON ((-113.95029855942 51.1049661173448,-113.949060466919 51.1063140304884,-113.946587174258 51.106312926902,-113.945352118022 51.1049639102777,-113.946590282247 51.1036160361069,-113.949063430992 51.1036171395877,-113.95029855942 51.1049661173448))",13702,83,52
"POLYGON ((-113.950301451313 51.1022692257676,-113.949063430992 51.1036171395877,-113.946590282247 51.1036160361069,-113.945355297724 51.1022670189117,-113.946593389757 51.1009191440607,-113.949066394608 51.1009202474359,-113.950301451313 51.1022692257676))",13703,81,60
"POLYGON ((-113.950292774296 51.110359896746,-113.949054537398 51.1117078085367,-113.946580956839 51.1117067047391,-113.945345757145 51.1103576892564,-113.946584065788 51.1090098164461,-113.949057502387 51.109010920138,-113.950292774296 51.110359896746))",13700,85,53
"POLYGON ((-113.950295667082 51.1076630076709,-113.949057502387 51.109010920138,-113.946584065788 51.1090098164461,-113.945348937829 51.1076608003925,-113.946587174258 51.106312926902,-113.949060466919 51.1063140304884,-113.950295667082 51.1076630076709))",13701,83,52
"POLYGON ((-113.950286987386 51.1157536711432,-113.949048606047 51.117101581581,-113.9465747375 51.1171004775721,-113.945339394303 51.115751463231,-113.946577847409 51.1144035917811,-113.949051571952 51.1144046956844,-113.950286987386 51.1157536711432))",13698,87,55
"POLYGON ((-113.950289881064 51.1130567845701,-113.949051571952 51.1144046956844,-113.946577847409 51.1144035917811,-113.94534257597 51.1130545768692,-113.946580956839 51.1117067047391,-113.949054537398 51.1117078085367,-113.950289881064 51.1130567845701))",13699,86,54
"POLYGON ((-113.950281198688 51.1211474405366,-113.949042672865 51.1224953496217,-113.946568516241 51.1224942454014,-113.945333029497 51.1211452322018,-113.946571627111 51.1197973621122,-113.949045639685 51.1197984662268,-113.950281198688 51.1211474405366))",13696,93,50
"POLYGON ((-113.95028409326 51.1184505564654,-113.949045639685 51.1197984662268,-113.946571627111 51.1197973621122,-113.945336212146 51.1184483483419,-113.9465747375 51.1171004775721,-113.949048606047 51.117101581581,-113.95028409326 51.1184505564654))",13697,88,53
"POLYGON ((-113.95036784184 51.040240374143,-113.949131478613 51.0415883035235,-113.946661633815 51.0415872024683,-113.945428295634 51.040238172138,-113.946664730319 51.0388902816401,-113.949134431733 51.0388913825899,-113.95036784184 51.040240374143))",13726,51,51
"POLYGON ((-113.950370723045 51.0375434525328,-113.949134431733 51.0388913825899,-113.946664730319 51.0388902816401,-113.945431463586 51.0375412507384,-113.946667826346 51.0361933595601,-113.949137384398 51.0361944604046,-113.950370723045 51.0375434525328))",13727,52,47
"POLYGON ((-113.950362078095 51.0456342136083,-113.949125571007 51.0469821416356,-113.946655439374 51.0469810403698,-113.945421958264 51.0456320111821,-113.946658536833 51.0442841220449,-113.949128525038 51.0442852232054,-113.950362078095 51.0456342136083))",13724,52,48
"POLYGON ((-113.950364960189 51.0429372945015,-113.949128525038 51.0442852232054,-113.946658536833 51.0442841220449,-113.945425127193 51.0429350922859,-113.946661633815 51.0415872024683,-113.949131478613 51.0415883035235,-113.950364960189 51.0429372945015))",13725,52,51
"POLYGON ((-113.950356312573 51.0510280480672,-113.949119661579 51.0523759747413,-113.946649243023 51.0523748732648,-113.94541561894 51.0510258452196,-113.946652341437 51.0496779574431,-113.949122616521 51.0496790588143,-113.950356312573 51.0510280480672))",13722,55,56
"POLYGON ((-113.950359195556 51.0483311314636,-113.949122616521 51.0496790588143,-113.946652341437 51.0496779574431,-113.945418788847 51.0483289288266,-113.946655439374 51.0469810403698,-113.949125571007 51.0469821416356,-113.950359195556 51.0483311314636))",13723,53,52
"POLYGON ((-113.950350545272 51.0564218775198,-113.949113750328 51.0577698028408,-113.94664304476 51.0577687011534,-113.945409277661 51.0564196742507,-113.94664614413 51.0550717878349,-113.949116706181 51.0550728894168,-113.950350545272 51.0564218775198))",13720,59,55
"POLYGON ((-113.950353429145 51.0537249634193,-113.949116706181 51.0550728894168,-113.94664614413 51.0550717878349,-113.945412448545 51.0537227603609,-113.946649243023 51.0523748732648,-113.949119661579 51.0523759747413,-113.950353429145 51.0537249634193))",13721,59,56
"POLYGON ((-113.950344776193 51.0618157019664,-113.949107837253 51.0631636259341,-113.946636844585 51.063162524036,-113.945402934425 51.0618134982756,-113.946639944912 51.0604656132205,-113.949110794019 51.0604667150132,-113.950344776193 51.0618157019664))",13718,60,50
"POLYGON ((-113.950347660955 51.0591187903688,-113.949110794019 51.0604667150132,-113.946639944912 51.0604656132205,-113.945406106287 51.0591165868889,-113.94664304476 51.0577687011534,-113.949113750328 51.0577698028408,-113.950347660955 51.0591187903688))",13719,59,51
"POLYGON ((-113.950339005333 51.067209521407,-113.949101922354 51.0685574440217,-113.946630642497 51.0685563419127,-113.945396589232 51.0672073172946,-113.94663374378 51.0658594336001,-113.949104880032 51.0658605356036,-113.950339005333 51.067209521407))",13716,67,64
"POLYGON ((-113.950341890985 51.0645126123124,-113.949104880032 51.0658605356036,-113.94663374378 51.0658594336001,-113.945399762073 51.0645104084108,-113.946636844585 51.063162524036,-113.949107837253 51.0631636259341,-113.950341890985 51.0645126123124))",13717,60,49
"POLYGON ((-113.950333232693 51.072603335842,-113.94909600563 51.0739512571036,-113.946624438496 51.0739501547837,-113.945390242082 51.0726011313078,-113.946627540736 51.0712532489739,-113.94909896422 51.0712543511883,-113.950333232693 51.072603335842))",13714,65,54
"POLYGON ((-113.950336119236 51.0699064292502,-113.94909896422 51.0712543511883,-113.946627540736 51.0712532489739,-113.945393415902 51.0699042249269,-113.946630642497 51.0685563419127,-113.949101922354 51.0685574440217,-113.950336119236 51.0699064292502))",13715,71,74
"POLYGON ((-113.950327458272 51.0779971452716,-113.94909008708 51.07934506518,-113.94661823258 51.0793439626492,-113.945383892973 51.0779949403154,-113.946621335778 51.0766470593421,-113.949093046584 51.0766481617675,-113.950327458272 51.0779971452716))",13712,65,51
"POLYGON ((-113.950330345705 51.0753002411824,-113.949093046584 51.0766481617675,-113.946621335778 51.0766470593421,-113.945387067772 51.0752980364373,-113.946624438496 51.0739501547837,-113.94909600563 51.0739512571036,-113.950330345705 51.0753002411824))",13713,66,54
"POLYGON ((-113.950413887885 50.9970894781611,-113.949178673956 50.9984374183685,-113.946711120654 50.9984363189969,-113.94547892432 50.9970872795231,-113.946714209532 50.9957393781382,-113.949181619803 50.9957404774047,-113.950413887885 50.9970894781611))",13742,76,67
"POLYGON ((-113.950416761996 50.9943925365205,-113.949181619803 50.9957404774047,-113.946714209532 50.9957393781382,-113.94548208447 50.9943903380928,-113.946717297934 50.9930424360274,-113.949184565196 50.9930435351888,-113.950416761996 50.9943925365205))",13743,77,63
"POLYGON ((-113.950408138336 51.0024833576859,-113.9491727809 51.0038312965398,-113.94670494147 51.003830196958,-113.945472602558 51.0024811586274,-113.9467080313 51.0011332586035,-113.949175727655 51.0011343580802,-113.950408138336 51.0024833576859))",13740,74,71
"POLYGON ((-113.950411013332 50.9997864185495,-113.949175727655 51.0011343580802,-113.9467080313 51.0011332586035,-113.945475763682 50.9997842197013,-113.946711120654 50.9984363189969,-113.949178673956 50.9984374183685,-113.950411013332 50.9997864185495))",13741,75,67
"POLYGON ((-113.950402387015 51.0078772322026,-113.949166886028 51.0092251697031,-113.946698760381 51.0092240699109,-113.945466278849 51.0078750327234,-113.946701851164 51.0065271340605,-113.949169833691 51.0065282337475,-113.950402387015 51.0078772322026))",13738,71,67
"POLYGON ((-113.950405262897 51.0051802955702,-113.949169833691 51.0065282337475,-113.946701851164 51.0065271340605,-113.945469440947 51.0051780963014,-113.94670494147 51.003830196958,-113.9491727809 51.0038312965398,-113.950405262897 51.0051802955702))",13739,73,73
"POLYGON ((-113.950396633922 51.0132711017113,-113.949160989339 51.0146190378584,-113.946692577387 51.0146179378559,-113.94545995319 51.0132689018114,-113.946695669122 51.0119210045094,-113.94916393791 51.0119221044067,-113.950396633922 51.0132711017113))",13736,71,70
"POLYGON ((-113.95039951069 51.0105741675829,-113.94916393791 51.0119221044067,-113.946695669122 51.0119210045094,-113.945463116263 51.0105719678934,-113.946698760381 51.0092240699109,-113.949166886028 51.0092251697031,-113.95039951069 51.0105741675829))",13737,68,68
"POLYGON ((-113.950390879055 51.0186649662123,-113.949155090832 51.020012901006,-113.946686392488 51.020011800793,-113.945453625582 51.0186627658916,-113.946689485176 51.0173148699504,-113.949158040313 51.0173159700581,-113.950390879055 51.0186649662123))",13734,69,74
"POLYGON ((-113.95039375671 51.0159680345877,-113.949158040313 51.0173159700581,-113.946689485176 51.0173148699504,-113.94545678963 51.0159658344775,-113.946692577387 51.0146179378559,-113.949160989339 51.0146190378584,-113.95039375671 51.0159680345877))",13735,65,71
"POLYGON ((-113.950385122414 51.0240588257057,-113.949149190507 51.0254067591461,-113.946680205682 51.0254056587227,-113.945447296023 51.0240566249641,-113.946683299323 51.0227087303838,-113.949152140897 51.022709830702,-113.950385122414 51.0240588257057))",13732,58,64
"POLYGON ((-113.950388000956 51.0213618965849,-113.949152140897 51.022709830702,-113.946683299323 51.0227087303838,-113.945450461046 51.0213596960538,-113.946686392488 51.020011800793,-113.949155090832 51.020012901006,-113.950388000956 51.0213618965849))",13733,60,67
"POLYGON ((-113.950379363998 51.0294526801919,-113.949143288362 51.0308006122789,-113.946674016968 51.030799511645,-113.945440964512 51.0294504790292,-113.946677111563 51.0281025858097,-113.949146239662 51.0281036863384,-113.950379363998 51.0294526801919))",13730,87,104
"POLYGON ((-113.950382243428 51.0267557535747,-113.949146239662 51.0281036863384,-113.946677111563 51.0281025858097,-113.945444130512 51.0267535526226,-113.946680205682 51.0254056587227,-113.949149190507 51.0254067591461,-113.950382243428 51.0267557535747))",13731,63,74
"POLYGON ((-113.950373603807 51.0348465296709,-113.949137384398 51.0361944604046,-113.946667826346 51.0361933595601,-113.94543463105 51.0348443280871,-113.946670921895 51.0334964362284,-113.949140336608 51.0334975369677,-113.950373603807 51.0348465296709))",13728,54,52
"POLYGON ((-113.950376484125 51.0321496055572,-113.949140336608 51.0334975369677,-113.946670921895 51.0334964362284,-113.945437798025 51.0321474041841,-113.946674016968 51.030799511645,-113.949143288362 51.0308006122789,-113.950376484125 51.0321496055572))",13729,53,57
"POLYGON ((-113.950459820574 50.9539382616442,-113.949225753109 50.9552862126803,-113.946760485662 50.9552851149892,-113.945529428366 50.953936066367,-113.946763566939 50.9525881540935,-113.949228691707 50.9525892516797,-113.950459820574 50.9539382616442))",13758,93,75
"POLYGON ((-113.950462687611 50.9512412999667,-113.949228691707 50.9525892516797,-113.946763566939 50.9525881540935,-113.94553258074 50.9512391048993,-113.946766647741 50.9498911919453,-113.949231629852 50.9498922894265,-113.950462687611 50.9512412999667))",13759,94,75
"POLYGON ((-113.950454085174 50.9593321812417,-113.949219874556 50.9606801309241,-113.946754321685 50.9606790330231,-113.945523122163 50.9593299855447,-113.946757403911 50.9579820746324,-113.949222814059 50.9579831724284,-113.950454085174 50.9593321812417))",13756,94,90
"POLYGON ((-113.950456953095 50.9566352220692,-113.949222814059 50.9579831724284,-113.946757403911 50.9579820746324,-113.945526275507 50.9566330265821,-113.946760485662 50.9552851149892,-113.949225753109 50.9552862126803,-113.950456953095 50.9566352220692))",13757,96,76
"POLYGON ((-113.950448348009 50.9647260958294,-113.949213994193 50.9660740441581,-113.94674815581 50.9660729460472,-113.945516814017 50.9647238997125,-113.946751238985 50.9633759901613,-113.949216934601 50.9633770881673,-113.950448348009 50.9647260958294))",13754,89,83
"POLYGON ((-113.950451216812 50.9620291391617,-113.949216934601 50.9633770881673,-113.946751238985 50.9633759901613,-113.945519968333 50.9620269432548,-113.946754321685 50.9606790330231,-113.949219874556 50.9606801309241,-113.950451216812 50.9620291391617))",13755,90,89
"POLYGON ((-113.950442609076 50.9701200054074,-113.949208112019 50.9714679523825,-113.946741988036 50.9714668540616,-113.945510503929 50.9701178088706,-113.94674507216 50.9687699006806,-113.949211053332 50.9687709988965,-113.950442609076 50.9701200054074))",13752,88,73
"POLYGON ((-113.950445478763 50.9674230512446,-113.949211053332 50.9687709988965,-113.94674507216 50.9687699006806,-113.945513659216 50.9674208549178,-113.94674815581 50.9660729460472,-113.949213994193 50.9660740441581,-113.950445478763 50.9674230512446))",13753,85,78
"POLYGON ((-113.950436868376 50.9755139099761,-113.949202228033 50.9768618555976,-113.946735818362 50.9768607570667,-113.945504191898 50.9755117130193,-113.946738903437 50.9741638061903,-113.949205170252 50.9741649046162,-113.950436868376 50.9755139099761))",13750,90,71
"POLYGON ((-113.950439738947 50.9728169583179,-113.949205170252 50.9741649046162,-113.946738903437 50.9741638061903,-113.945507348156 50.9728147615711,-113.946741988036 50.9714668540616,-113.949208112019 50.9714679523825,-113.950439738947 50.9728169583179))",13751,89,70
"POLYGON ((-113.950431125908 50.9809078095356,-113.949196342234 50.9822557538035,-113.946729646788 50.9822546550625,-113.945497877921 50.9809056121586,-113.946732732813 50.9795577066907,-113.94919928536 50.9795588053267,-113.950431125908 50.9809078095356))",13748,85,70
"POLYGON ((-113.950433997363 50.978210860382,-113.94919928536 50.9795588053267,-113.946732732813 50.9795577066907,-113.945501035153 50.9782086632151,-113.946735818362 50.9768607570667,-113.949202228033 50.9768618555976,-113.950433997363 50.978210860382))",13749,92,73
"POLYGON ((-113.95042538167 50.9863017040862,-113.949190454622 50.9876496470005,-113.946723473312 50.9876485480494,-113.945491562 50.9862995062889,-113.946726560288 50.9849516021821,-113.949193398655 50.9849527010281,-113.95042538167 50.9863017040862))",13746,82,65
"POLYGON ((-113.95042825401 50.983604757437,-113.949193398655 50.9849527010281,-113.946726560288 50.9849516021821,-113.945494720204 50.9836025598499,-113.946729646788 50.9822546550625,-113.949196342234 50.9822557538035,-113.95042825401 50.983604757437))",13747,83,65
"POLYGON ((-113.950419635663 50.9916955936279,-113.949184565196 50.9930435351888,-113.946717297934 50.9930424360274,-113.945485244133 50.9916933954103,-113.946720385861 50.9903454926645,-113.949187510136 50.9903465917207,-113.950419635663 50.9916955936279))",13744,79,67
"POLYGON ((-113.950422508888 50.9889986494831,-113.949187510136 50.9903465917207,-113.946720385861 50.9903454926645,-113.94548840331 50.9889964514757,-113.946723473312 50.9876485480494,-113.949190454622 50.9876496470005,-113.950422508888 50.9889986494831))",13745,81,67
"POLYGON ((-113.961636409944 50.8528055048081,-113.960405337358 50.8541535980863,-113.957945404765 50.854152737635,-113.956716686624 50.8528037839876,-113.957947829959 50.8514557293208,-113.960407620693 50.8514565896899,-113.961636409944 50.8528055048081))",13382,164,157
"POLYGON ((-113.961638622179 50.8501084957457,-113.960407620693 50.8514565896899,-113.957947829959 50.8514557293208,-113.956719182556 50.8501067750897,-113.95795025478 50.8487587197532,-113.960409903677 50.8487595800401,-113.961638622179 50.8501084957457))",13383,163,157
"POLYGON ((-113.961631984452 50.8581995191725,-113.960400769635 50.859547611119,-113.95794055326 50.8595467505032,-113.956711693612 50.8581977980233,-113.957942979199 50.8568497446958,-113.960403053672 50.8568506052293,-113.961631984452 50.8581995191725))",13380,163,100
"POLYGON ((-113.961634197368 50.855502512617,-113.960403053672 50.8568506052293,-113.957942979199 50.8568497446958,-113.95671419031 50.8555007916322,-113.957945404765 50.854152737635,-113.960405337358 50.8541535980863,-113.961634197368 50.855502512617))",13381,166,158
"POLYGON ((-113.961627557601 50.8635935285236,-113.960396200509 50.8649416191382,-113.957935700263 50.864940758358,-113.956706699064 50.8635918070455,-113.957938126948 50.8622437550573,-113.960398485247 50.8622446157552,-113.961627557601 50.8635935285236))",13378,155,97
"POLYGON ((-113.961629771197 50.8608965244747,-113.960398485247 50.8622446157552,-113.957938126948 50.8622437550573,-113.95670919653 50.8608948031611,-113.95794055326 50.8595467505032,-113.960400769635 50.859547611119,-113.961629771197 50.8608965244747))",13379,159,99
"POLYGON ((-113.961623129389 50.8689875328614,-113.960391629977 50.8703356221442,-113.957930845775 50.8703347611996,-113.956701702981 50.8689858110544,-113.957933273206 50.8676377604054,-113.960393915419 50.8676386212678,-113.961623129389 50.8689875328614))",13376,150,93
"POLYGON ((-113.961625343665 50.8662905313192,-113.960393915419 50.8676386212678,-113.957933273206 50.8676377604054,-113.956704201214 50.8662888096766,-113.957935700263 50.864940758358,-113.960396200509 50.8649416191382,-113.961625343665 50.8662905313192))",13377,151,95
"POLYGON ((-113.957668939211 51.1589066100668,-113.95642961708 51.1602545884426,-113.95395344099 51.1602536399812,-113.9527167314 51.1589047132347,-113.95395612551 51.1575567738997,-113.956432157238 51.1575577222703,-113.957668939211 51.1589066100668))",13406,118,72
"POLYGON ((-113.957671406998 51.1562097432257,-113.956432157238 51.1575577222703,-113.95395612551 51.1575567738997,-113.952719487888 51.1562078465752,-113.953958809616 51.1548599065676,-113.956434697005 51.1548608548475,-113.957671406998 51.1562097432257))",13407,117,69
"POLYGON ((-113.957664002491 51.1643003399975,-113.956424535584 51.1656483170358,-113.953948070705 51.1656473683927,-113.952711217147 51.1642984428022,-113.953950756055 51.1629505048122,-113.956427076528 51.1629514533644,-113.957664002491 51.1643003399975))",13404,122,80
"POLYGON ((-113.957666471042 51.1616034756573,-113.956427076528 51.1629514533644,-113.953950756055 51.1629505048122,-113.952713974487 51.1616015786437,-113.95395344099 51.1602536399812,-113.95642961708 51.1602545884426,-113.957666471042 51.1616034756573))",13405,120,78
"POLYGON ((-113.957659064246 51.1696940649264,-113.956419452518 51.1710420406273,-113.953942698761 51.1710410918026,-113.952705701189 51.1696921673678,-113.953945384941 51.1683442307229,-113.956421994248 51.1683451794568,-113.957659064246 51.1696940649264))",13402,126,84
"POLYGON ((-113.95766153356 51.1669972030872,-113.956421994248 51.1683451794568,-113.953945384941 51.1683442307229,-113.952708459381 51.1669953057102,-113.953948070705 51.1656473683927,-113.956424535584 51.1656483170358,-113.95766153356 51.1669972030872))",13403,123,81
"POLYGON ((-113.957654124475 51.1750877848539,-113.956414367881 51.1764357592173,-113.953937325155 51.1764348102108,-113.952700183526 51.1750858869318,-113.953940012166 51.1737379516319,-113.956416910396 51.1737389005475,-113.957654124475 51.1750877848539))",13400,130,83
"POLYGON ((-113.957656594551 51.1723909255153,-113.956416910396 51.1737389005475,-113.953940012166 51.1737379516319,-113.952702942571 51.172389027775,-113.953942698761 51.1710410918026,-113.956419452518 51.1710420406273,-113.957656594551 51.1723909255153))",13401,128,84
